transcription,recording_id,audio
swissair nine three six zero climb flight level three five zero now ,041_0224,atcosim/WAVdata/sm4/sm4_03/sm4_03_028.wav
lufthansa three six zero four proceed direct trasadingen ,041_0225,atcosim/WAVdata/sm4/sm4_03/sm4_03_029.wav
swissair nine three six zero rhein one two seven three seven tschuss ,041_0226,atcosim/WAVdata/sm4/sm4_03/sm4_03_030.wav
tag lufthansa four seven zero zero identified climb flight level two seven zero ,041_0227,atcosim/WAVdata/sm4/sm4_03/sm4_03_031.wav
lufthansa five two three six guten tag identified ,041_0228,atcosim/WAVdata/sm4/sm4_03/sm4_03_032.wav
speedbird one two nine guten tag identified ,041_0229,atcosim/WAVdata/sm4/sm4_03/sm4_03_033.wav
tag lufthansa four two zero seven identified ,041_0230,atcosim/WAVdata/sm4/sm4_03/sm4_03_034.wav
sabena eight three zero contact rhein one two seven three seven tschuss ,041_0231,atcosim/WAVdata/sm4/sm4_03/sm4_03_035.wav
lufthansa four seven zero zero climb flight level two nine zero ,041_0232,atcosim/WAVdata/sm4/sm4_03/sm4_03_036.wav
lufthansa five two three six direct to nattenheim november tango mike ,041_0233,atcosim/WAVdata/sm4/sm4_03/sm4_03_037.wav
~k ~l ~m three four six climb flight level three two zero ,041_0234,atcosim/WAVdata/sm4/sm4_03/sm4_03_038.wav
tag golf bravo victor juliett india identified ,041_0235,atcosim/WAVdata/sm4/sm4_03/sm4_03_039.wav
lufthansa three five six six contact rhein one correction zurich one three four six ,041_0236,atcosim/WAVdata/sm4/sm4_03/sm4_03_040.wav
hapag lloyd one one two contact rhein one two seven three seven tschuss ,041_0237,atcosim/WAVdata/sm4/sm4_03/sm4_03_041.wav
tag saudia one zero six identified ,041_0238,atcosim/WAVdata/sm4/sm4_03/sm4_03_042.wav
lufthansa four two zero seven direct to dinkelsbuhl ,041_0239,atcosim/WAVdata/sm4/sm4_03/sm4_03_043.wav
britannia three two seven alfa contact rhein one three two decimal four tschuss ,041_0240,atcosim/WAVdata/sm4/sm4_03/sm4_03_044.wav
lufthansa three six zero four ,041_0241,atcosim/WAVdata/sm4/sm4_03/sm4_03_045.wav
contact rhein one three four six tschuss ,041_0242,atcosim/WAVdata/sm4/sm4_03/sm4_03_046.wav
tag hotel bravo india tango romeo identified ,041_0243,atcosim/WAVdata/sm4/sm4_03/sm4_03_047.wav
and hotel tango romeo climb now flight level three five zero ,041_0244,atcosim/WAVdata/sm4/sm4_03/sm4_03_048.wav
lufthansa five two three six contact rhein one two seven three seven tschuss ,041_0245,atcosim/WAVdata/sm4/sm4_03/sm4_03_049.wav
speedbird one two nine descend flight level three three zero ,041_0246,atcosim/WAVdata/sm4/sm4_03/sm4_03_050.wav
speedbird one two nine contact rhein one three two four tschuss ,041_0247,atcosim/WAVdata/sm4/sm4_03/sm4_03_051.wav
hotel tango romeo climb flight level three six zero ,041_0248,atcosim/WAVdata/sm4/sm4_03/sm4_03_052.wav
golf bravo victor juliett india turn right one zero degrees radar vectors trasadingen ,041_0249,atcosim/WAVdata/sm4/sm4_03/sm4_03_053.wav
lufthansa four two zero seven contact rhein one three two four tschuss ,041_0250,atcosim/WAVdata/sm4/sm4_03/sm4_03_054.wav
hotel tango romeo direct to nattenheim november tango mike ,041_0251,atcosim/WAVdata/sm4/sm4_03/sm4_03_055.wav
lufthansa four seven zero zero contact zurich one three four six tschuss ,041_0252,atcosim/WAVdata/sm4/sm4_03/sm4_03_056.wav
alitalia six four seven four contact rhein one two seven three seven tschuss ,041_0253,atcosim/WAVdata/sm4/sm4_03/sm4_03_057.wav
~k ~l ~m three four six proceed direct nattenheim ,041_0254,atcosim/WAVdata/sm4/sm4_03/sm4_03_058.wav
[EMPTY] ,041_0255,atcosim/WAVdata/sm4/sm4_03/sm4_03_059.wav
and ~k ~l ~m three four six contact rhein one two seven three seven dag ,041_0256,atcosim/WAVdata/sm4/sm4_03/sm4_03_060.wav
golf juliett india continue your turn to trasadingen now ,041_0257,atcosim/WAVdata/sm4/sm4_03/sm4_03_061.wav
tag sabena eight three six identified ,041_0258,atcosim/WAVdata/sm4/sm4_03/sm4_03_062.wav
tag lufthansa three five five zero identified climb flight level two nine zero ,041_0259,atcosim/WAVdata/sm4/sm4_03/sm4_03_063.wav
[EMPTY] ,041_0260,atcosim/WAVdata/sm4/sm4_03/sm4_03_064.wav
tag lufthansa four two zero nine identified ,041_0261,atcosim/WAVdata/sm4/sm4_03/sm4_03_065.wav
bee med one guten tag identified ,041_0262,atcosim/WAVdata/sm4/sm4_03/sm4_03_066.wav
hotel bravo india tango romeo contact rhein one two seven three seven tschuss ,041_0263,atcosim/WAVdata/sm4/sm4_03/sm4_03_067.wav
tag lufthansa five five zero four identified ,041_0264,atcosim/WAVdata/sm4/sm4_03/sm4_03_068.wav
lufthansa five five zero four report your heading ,041_0265,atcosim/WAVdata/sm4/sm4_03/sm4_03_069.wav
roger for separation turn right heading one nine five ,041_0266,atcosim/WAVdata/sm4/sm4_03/sm4_03_070.wav
saudia one zero six contact rhein one three two decimal four tschuss ,041_0267,atcosim/WAVdata/sm4/sm4_03/sm4_03_071.wav
lufthansa four two zero nine direct to dinkelsbuhl ,041_0268,atcosim/WAVdata/sm4/sm4_03/sm4_03_072.wav
golf bravo victor juliett india contact zurich one three three four tschuss ,041_0269,atcosim/WAVdata/sm4/sm4_03/sm4_03_073.wav
sabena eight three six rhein one two seven three seven tschuss ,041_0270,atcosim/WAVdata/sm4/sm4_03/sm4_03_074.wav
wrong cross air eight five eight identified ,041_0271,atcosim/WAVdata/sm4/sm4_03/sm4_03_075.wav
[EMPTY] ,041_0272,atcosim/WAVdata/sm4/sm4_03/sm4_03_076.wav
tag delta india mike echo identified climb flight level two seven zero ,041_0273,atcosim/WAVdata/sm4/sm4_03/sm4_03_077.wav
lufthansa four two zero nine descend now flight level three four zero ,041_0274,atcosim/WAVdata/sm4/sm4_03/sm4_03_078.wav
tag adria one six two seven identified ,041_0275,atcosim/WAVdata/sm4/sm4_03/sm4_03_079.wav
bafair one forty four identified ,041_0276,atcosim/WAVdata/sm4/sm4_03/sm4_03_080.wav
tag alitalia one five zero identified ,041_0277,atcosim/WAVdata/sm4/sm4_03/sm4_03_081.wav
delta mike echo proceed direct to trasadingen ,041_0278,atcosim/WAVdata/sm4/sm4_03/sm4_03_082.wav
meridiana six nine five two guten tag identified continue on current heading i'll call you for higher ,041_0279,atcosim/WAVdata/sm4/sm4_03/sm4_03_083.wav
cross air eight five eight direct to nattenheim ,041_0280,atcosim/WAVdata/sm4/sm4_03/sm4_03_084.wav
london airtours one contact rhein frequency one three two four tschuss ,041_0281,atcosim/WAVdata/sm4/sm4_03/sm4_03_085.wav
lufthansa four two zero nine contact rhein one three two four ,041_0282,atcosim/WAVdata/sm4/sm4_03/sm4_03_086.wav
lufthansa five five zero four inbound to trasadingen ,041_0283,atcosim/WAVdata/sm4/sm4_03/sm4_03_087.wav
merair six nine five two climb flight level two five zero ,041_0284,atcosim/WAVdata/sm4/sm4_03/sm4_03_088.wav
tag tarom three seven four identified turn left heading one two zero ,041_0285,atcosim/WAVdata/sm4/sm4_03/sm4_03_089.wav
tag alitalia two nine one identified ,041_0286,atcosim/WAVdata/sm4/sm4_03/sm4_03_090.wav
ta= ,041_0287,atcosim/WAVdata/sm4/sm4_03/sm4_03_091.wav
tag @aerovic one zero six one identified ,041_0288,atcosim/WAVdata/sm4/sm4_03/sm4_03_092.wav
tag britannia three zero six alfa identified ,041_0289,atcosim/WAVdata/sm4/sm4_03/sm4_03_093.wav
belgian airforce one forty four contact rhein one two seven three seven tschuss ,041_0290,atcosim/WAVdata/sm4/sm4_03/sm4_03_094.wav
merair six nine five two climb now flight level two nine zero ,041_0291,atcosim/WAVdata/sm4/sm4_03/sm4_03_095.wav
tag nato ten identified ,041_0292,atcosim/WAVdata/sm4/sm4_03/sm4_03_096.wav
and nato one zero proceed direct to norvenich november oscar romeo sierra ,041_0293,atcosim/WAVdata/sm4/sm4_03/sm4_03_097.wav
cross air eight five eight contact rhein frequency one two seven three seven tschuss ,041_0294,atcosim/WAVdata/sm4/sm4_03/sm4_03_098.wav
lufthansa three five five zero zurich one three four six tschuss ,041_0295,atcosim/WAVdata/sm4/sm4_03/sm4_03_099.wav
tag malaysian four identified ,041_0296,atcosim/WAVdata/sm4/sm4_03/sm4_03_100.wav
tag swissair nine three five nine identified ,041_0297,atcosim/WAVdata/sm4/sm4_03/sm4_03_101.wav
merair six nine five two proceed direct to trasadingen climb flight level three hundred ,041_0298,atcosim/WAVdata/sm4/sm4_03/sm4_03_102.wav
affirm ,041_0299,atcosim/WAVdata/sm4/sm4_03/sm4_03_103.wav
tag lufthansa five two one seven identified ,041_0300,atcosim/WAVdata/sm4/sm4_03/sm4_03_104.wav
tag gulf air five identified ,041_0301,atcosim/WAVdata/sm4/sm4_03/sm4_03_105.wav
merair six nine four four guten tag identified i'll call you back shortly for higher ,041_0302,atcosim/WAVdata/sm4/sm4_03/sm4_03_106.wav
adria one six two seven contact rhein one three two four tschuss ,041_0303,atcosim/WAVdata/sm4/sm4_03/sm4_03_107.wav
tarom three seven four climb flight level three four zero ,041_0304,atcosim/WAVdata/sm4/sm4_03/sm4_03_108.wav
and tarom three seven four proceed to tango ,041_0305,atcosim/WAVdata/sm4/sm4_03/sm4_03_109.wav
egyptair eight eight four guten tag identified ,041_0306,atcosim/WAVdata/sm4/sm4_03/sm4_03_110.wav
@aerovic one zero six one report your heading ,041_0307,atcosim/WAVdata/sm4/sm4_03/sm4_03_111.wav
roger continue heading one eight zero ,041_0308,atcosim/WAVdata/sm4/sm4_03/sm4_03_112.wav
delta india mike mike echo climb flight level two nine zero ,041_0309,atcosim/WAVdata/sm4/sm4_03/sm4_03_113.wav
tarom three seven four contact rhein frequency one three two four tschuss ,041_0310,atcosim/WAVdata/sm4/sm4_03/sm4_03_114.wav
alitalia two nine one turn right heading one eight zero ,041_0311,atcosim/WAVdata/sm4/sm4_03/sm4_03_115.wav
lufthansa five five zero four zurich one three four six tschuss ,041_0312,atcosim/WAVdata/sm4/sm4_03/sm4_03_116.wav
alitalia one five zero contact rhein one two seven three seven tschuss ,041_0313,atcosim/WAVdata/sm4/sm4_03/sm4_03_117.wav
merair one zero s= correction @aerovic one zero six one what is your mach number ,041_0314,atcosim/WAVdata/sm4/sm4_03/sm4_03_118.wav
roger please reduce to point seven two until advised ,041_0315,atcosim/WAVdata/sm4/sm4_03/sm4_03_119.wav
tag delta charlie india november alfa identified climb flight level two seven zero ,041_0316,atcosim/WAVdata/sm4/sm4_03/sm4_03_120.wav
meridiana six nine four four climb now flight level three zero zero ,041_0317,atcosim/WAVdata/sm4/sm4_03/sm4_03_121.wav
alitalia two nine one report your mach number ,041_0318,atcosim/WAVdata/sm4/sm4_03/sm4_03_122.wav
roger are you able to increase to point seven eight or more ,041_0319,atcosim/WAVdata/sm4/sm4_03/sm4_03_123.wav
roger please do so until advised ,041_0320,atcosim/WAVdata/sm4/sm4_03/sm4_03_124.wav
meridiana six nine five two contact zurich one three four six tschuss ,041_0321,atcosim/WAVdata/sm4/sm4_03/sm4_03_125.wav
tunis air four eight zero two guten tag identified ,041_0322,atcosim/WAVdata/sm4/sm4_03/sm4_03_126.wav
malay= ,041_0323,atcosim/WAVdata/sm4/sm4_03/sm4_03_127.wav
tag alitalia one three five identified ,041_0324,atcosim/WAVdata/sm4/sm4_03/sm4_03_128.wav
[EMPTY] ,041_0325,atcosim/WAVdata/sm4/sm4_03/sm4_03_129.wav
tag sunwing five two one two identified ,041_0326,atcosim/WAVdata/sm4/sm4_03/sm4_03_130.wav
malaysian four contact rhein one two seven three seven ,041_0327,atcosim/WAVdata/sm4/sm4_03/sm4_03_131.wav
tag sunwing five two one four identified transmission break malaysian four contact rhein one two seven three seven ,041_0328,atcosim/WAVdata/sm4/sm4_03/sm4_03_132.wav
gulf air five rhein one two seven three seven tschuss ,041_0329,atcosim/WAVdata/sm4/sm4_03/sm4_03_133.wav
negative gulf air zero zero five ,041_0330,atcosim/WAVdata/sm4/sm4_03/sm4_03_134.wav
delta india mike mike echo zurich one three four six tschuss ,041_0331,atcosim/WAVdata/sm4/sm4_03/sm4_03_135.wav
tag alitalia three six nine identified ,041_0332,atcosim/WAVdata/sm4/sm4_03/sm4_03_136.wav
sunwing five two one two report your heading ,041_0333,atcosim/WAVdata/sm4/sm4_03/sm4_03_137.wav
roger turn right heading one nine zero ,041_0334,atcosim/WAVdata/sm4/sm4_03/sm4_03_138.wav
lufthansa five two one seven proceed direct to dinkelsbuhl ,041_0335,atcosim/WAVdata/sm4/sm4_03/sm4_03_139.wav
@aerovic one zero six one contact zurich frequency one three four six tschuss ,041_0336,atcosim/WAVdata/sm4/sm4_03/sm4_03_140.wav
alitalia two nine one likewise zurich one three four six tschuss ,041_0337,atcosim/WAVdata/sm4/sm4_03/sm4_03_141.wav
nato z= one zero contact rhein one two seven three seven tschuss ,041_0338,atcosim/WAVdata/sm4/sm4_03/sm4_03_142.wav
swissair nine three five nine descend now flight level three four zero ,041_0339,atcosim/WAVdata/sm4/sm4_03/sm4_03_143.wav
britannia three zero six alfa contact rhein frequency one three two decimal four tschuss ,041_0340,atcosim/WAVdata/sm4/sm4_03/sm4_03_144.wav
lufthansa five two one seven contact rhein one three two four tschuss ,041_0341,atcosim/WAVdata/sm4/sm4_03/sm4_03_145.wav
delta charlie india november alfa climb to flight level two nine zero ,041_0342,atcosim/WAVdata/sm4/sm4_03/sm4_03_146.wav
swissair five correction swissair nine three five nine continue descent now flight level two nine zero two thousand feet per minute or more ,041_0343,atcosim/WAVdata/sm4/sm4_03/sm4_03_147.wav
tag algerie two zero seven three identified continue current heading climb flight level two seven zero ,041_0344,atcosim/WAVdata/sm4/sm4_03/sm4_03_148.wav
negative the current heading you're maintaining and climb to flight level two seven zero ,041_0345,atcosim/WAVdata/sm4/sm4_03/sm4_03_149.wav
tag delta india bravo echo charlie identified ,041_0346,atcosim/WAVdata/sm4/sm4_03/sm4_03_150.wav
swissair nine three five nine contact rhein one three two decimal four tschuss ,041_0347,atcosim/WAVdata/sm4/sm4_03/sm4_03_151.wav
[EMPTY] ,041_0348,atcosim/WAVdata/sm4/sm4_03/sm4_03_152.wav
egyptair eight eight four contact rhein one three two decimal four tschuss ,041_0349,atcosim/WAVdata/sm4/sm4_03/sm4_03_153.wav
alitalia four six nine report your heading correction alitalia three six nine report your heading ,041_0350,atcosim/WAVdata/sm4/sm4_03/sm4_03_154.wav
roger turn right heading one three five ,041_0351,atcosim/WAVdata/sm4/sm4_03/sm4_03_155.wav
sunwing five two one four correction five two one two direct to trasadingen ,041_0352,atcosim/WAVdata/sm4/sm4_03/sm4_03_156.wav
algerie two zero seven three climb flight level three hundred ,041_0353,atcosim/WAVdata/sm4/sm4_03/sm4_03_157.wav
tag aero lloyd five six two climb flight level two seven zero ,041_0354,atcosim/WAVdata/sm4/sm4_03/sm4_03_158.wav
algerie two zero seven three proceed direct no for the time being continue on heading one seven zero ,041_0355,atcosim/WAVdata/sm4/sm4_03/sm4_03_159.wav
tag lufthansa four two one nine identified ,041_0356,atcosim/WAVdata/sm4/sm4_03/sm4_03_160.wav
tag scandinavian six eight seven identified ,041_0357,atcosim/WAVdata/sm4/sm4_03/sm4_03_161.wav
alitalia three six nine direct to trasadingen ,041_0358,atcosim/WAVdata/sm4/sm4_03/sm4_03_162.wav
algerie two zero seven three direct to trasadingen now ,041_0359,atcosim/WAVdata/sm4/sm4_03/sm4_03_163.wav
merair six nine four four contact zurich one three four six tschuss ,041_0360,atcosim/WAVdata/sm4/sm4_03/sm4_03_164.wav
meridiana six nine four four zurich one three four six tschuss ,041_0361,atcosim/WAVdata/sm4/sm4_03/sm4_03_165.wav
tag lufthansa three five zero eight identified climb flight level two five zero ,041_0362,atcosim/WAVdata/sm4/sm4_03/sm4_03_166.wav
tag alitalia four six nine identified ,041_0363,atcosim/WAVdata/sm4/sm4_03/sm4_03_167.wav
tag lufthansa three three three zero identified ,041_0364,atcosim/WAVdata/sm4/sm4_03/sm4_03_168.wav
alitalia three six nine descend flight level two nine zero ,041_0365,atcosim/WAVdata/sm4/sm4_03/sm4_03_169.wav
tag lufthansa four five eight two identified ,041_0366,atcosim/WAVdata/sm4/sm4_03/sm4_03_170.wav
[EMPTY] ,041_0367,atcosim/WAVdata/sm4/sm4_03/sm4_03_171.wav
[EMPTY] ,041_0368,atcosim/WAVdata/sm4/sm4_03/sm4_03_172.wav
alitalia three six nine rate of descent two thousand feet per minute or more ,041_0369,atcosim/WAVdata/sm4/sm4_03/sm4_03_173.wav
sunwing five two one two contact zurich one three four six tschuss ,041_0370,atcosim/WAVdata/sm4/sm4_03/sm4_03_174.wav
alitalia one three five zurich one three four six tschuss ,041_0371,atcosim/WAVdata/sm4/sm4_03/sm4_03_175.wav
aero lloyd five six two proceed correct no aero lloyd five six two direct to hochwald hotel oscar charlie thereafter st prex sierra papa romeo ,041_0372,atcosim/WAVdata/sm4/sm4_03/sm4_03_176.wav
five six two ,041_0373,atcosim/WAVdata/sm4/sm4_03/sm4_03_177.wav
aero lloyd five six two to hochwald thereafter st prex ,041_0374,atcosim/WAVdata/sm4/sm4_03/sm4_03_178.wav
[EMPTY] ,041_0375,atcosim/WAVdata/sm4/sm4_03/sm4_03_179.wav
that is right aero lloyd five six two but turn right now to the point hotel oscar charlie that's a point in the computer i suggest a right turn ohh it looks very good for the present position ,041_0376,atcosim/WAVdata/sm4/sm4_03/sm4_03_180.wav
and aero lloyd five six two climb flight level two nine zero ,041_0377,atcosim/WAVdata/sm4/sm4_03/sm4_03_181.wav
lufthansa three five zero eight climb flight level three zero zero expedite climb ,041_0378,atcosim/WAVdata/sm4/sm4_03/sm4_03_182.wav
tunis air four eight zero two contact rhein one two seven three seven tschuss ,041_0379,atcosim/WAVdata/sm4/sm4_03/sm4_03_183.wav
delta echo charlie direct to d= dinkelsbuhl ,041_0380,atcosim/WAVdata/sm4/sm4_03/sm4_03_184.wav
delta echo charlie descend now flight level three five zero ,041_0381,atcosim/WAVdata/sm4/sm4_03/sm4_03_185.wav
lufthansa four five eight two climb to flight level two seven zero ,041_0382,atcosim/WAVdata/sm4/sm4_03/sm4_03_186.wav
lufthansa three three three zero climb flight level two seven zero ,041_0383,atcosim/WAVdata/sm4/sm4_03/sm4_03_187.wav
air algerie two zero seven three contact zurich one three four six tschuss ,041_0384,atcosim/WAVdata/sm4/sm4_03/sm4_03_188.wav
sunwing five two one four contact zurich one three three four tschuss ,041_0385,atcosim/WAVdata/sm4/sm4_03/sm4_03_189.wav
lufthansa four two one nine proceed direct to dinkelsbuhl ,041_0386,atcosim/WAVdata/sm4/sm4_03/sm4_03_190.wav
delta charlie india november alfa contact zurich one three four six tschuss ,041_0387,atcosim/WAVdata/sm4/sm4_03/sm4_03_191.wav
