transcription,recording_id,labels,model_transcription
ah london airtours one rhein radar one three two decimal four ,031_0639,"[3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",A LONDON ERTOS ONE FINE REDO ANTRY TWO LE SOM EFOUR
tarom three seven four is identified ,031_0640,[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4],TONTREE SEVEN FOURTH IDENTIFIED
ah confirm that tarom three seven four called ,031_0641,"[3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 4 3 3 3 3 3 3 4]",I CONFOUMD THE TOWN THREE SERVFORECALLED
roger ,031_0642,[3 3 3 3 3 4],PODDER
cross air ah disregard ,031_0643,[3 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 4],CROSER A DISREGARD
scandinavian six one seven rhein ,031_0644,[3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4],SCANNINER AND SIX PONT SEVENINE
scandinavian six one seven descend to flight level two nine zero ,031_0645,"[3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",SCANNIN EIGY AN SEX ON SEVENTY CENTA FLY LAVOTUN NINA ZERO
merair six nine five two climb now to flight level two nine zero ,031_0646,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",MARA ER SIX NINE O FIVE TWO CLIMP NOW TO FLIGHT LEVEL BOTWO NINAR ZERO
delta mike echo fly heading one eight zero ,031_0647,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 4]",DELTA MY ECO FLY HEADING ONE EIGHT ZERO
alitalia two nine one is identified ,031_0648,[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4],A LITTLE LATUNA NO ONS IDE EMPTIFIED
adria one six two seven contact rhein radar one three two decimal four ,031_0649,"[3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",AREVANSEX TO SEVEN CONDUCT RINREDA ANTRITWO DE SUMO FOUR
affirm ,031_0650,[3 3 3 3 3 3 4],APHAM
lufthansa three five five zero contact zurich one three four decimal six ,031_0651,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LEFT UNDAR TREE FIVE FIVE A ZERO CONTUCT SO HE WAN THREE FOUR DE SIMAL SIX
sabena three zero two are you on frequency ,031_0652,"[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 4]",SAMINATRI ZILOTU ARE YOU AND FREQUENCY
roger sabena three zero two proceed to gotil ,031_0653,"[3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 4]",ROCHERSA BIN AT RESE ROTU POCI TU GOTIL
affirm sabena three zero two contact rhein one two seven decimal three seven ,031_0654,"[3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4]",A FIRM SEVING ATRISOR TO CONDUCT LINE ONE TO SEVEN SMUTRI SEVEN
merair six nine five two proceed now own navigation to trasadingen ,031_0655,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4
 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",MAY AR SIX NINE O FIVE TWO POSIT NOON NEVIGATION TO TRAZADIGEN
nato one zero is identified proceed to november oscar romeo sierra ,031_0656,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4]",NATOV ONE'S ZERO ES IDENTIFIED PROCEED TO NOVEMBER ASCA ROMIOR SIERA
britannia three zero six alfa is identified ,031_0657,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",WETENATRESI RUSSIX ULFA IS IDENTIFIED
delta mike echo fly heading one nine zero ,031_0658,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4
 3 3 3 3 4]",DELTA MIKE ECO FLY HEADING ONE NINAZERO
swissair nine three five nine is identified ,031_0659,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",SO TAT NINA RY FIVE NINEUS IDENTIFIED
malaysian four is in radar contact ,031_0660,[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4],AN ELYZIAN FORCE AND RADE OUR CONTACT
alitalia one five zero turn left to november tango mike ,031_0661,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",ILL YOU TELL IAT ONE FIVE ZEEL TON AND LEFT TON OF EMATINGOMIGE
alitalia one five zero proceed to gotil golf oscar tango india lima ,031_0662,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",I ITELL YI ONE FIVE ZIRO PROSIT TO GOTILGOFOSCA TENGO IN NIALIMA
cross air eight five eight contact rhein one two seven decimal three seven ,031_0663,"[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4]",RASSER EIGHT FIVE EIGHT CONDUCT VINEMON TO SEVEN TE SMTRY SEVEN
tarom three seven four contact rhein radar one three two decimal four ,031_0664,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",TOUNTRY SEVEN FOUR CONTACT VINE VEDA VANTRE TWO THE SUM OF FOUR
merair six nine four four is identified proceed to tango romeo alfa climb to flight level two nine zero ,031_0665,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",MAY A SIX NANE A FOUR FOURCE IDENTIFIED PROSITO TENGOO MIO ALTA CLIMG TO FLIGHT LEVELTO NINA IRO
scandinavian six one seven proceed to fribourg fox romeo india ,031_0666,"[3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",SCANNING EIGHT AND SIX ONE SEVEN PROCET TO FRIBUFOX COMIO INIA
gulf air zero zero five is identified ,031_0667,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4]",GALFER ZIGO ZIGO FIF IS IDENTIFIED
lufthansa five two one seven is in radar contact ,031_0668,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 4]",LEFTUNS A FIVE TO ONE SEVEN US AND RADE OUR CONDUCT
egyptair eight eight four is identified ,031_0669,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4]",IT SHULD DIEDATE FORCT IDENTIFIED
alitalia one five zero turn right one five degrees report new heading ,031_0670,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4]",ALITALIAR ONE FIVE ZEAL TURN RIGHT BON FIVE DEGREES REPORTIN YOU HADING
thank you ,031_0671,[3 3 3 3 3 4 3 3 3 4],SANCUM
alitalia one three five is identified ,031_0672,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4]",LITALO ANTREFIF ERS IDENTIFIED
delta charlie india november alfa is identified climb to flight level two seven zero ,031_0673,"[3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 4
 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4]",DETACHALI INIANO VEMA ALFA HAS IDENTIFIED CLIME TO FLIGHT LEVEL TO SEVEN ZERO
delta november alfa affirm and fly heading one seven zero ,031_0674,"[3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",THE RETURND OF HI MALIFER A FIRMANT FLY HEADING ONE SEVEN ZEL
alitalia two nine one turn right to tango romeo alfa ,031_0675,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",ALITALIATU NANA UAN TURN HE RIGHT TO TENGOROMIOLFA
delta mike echo proceed to trasadingen ,031_0676,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 3 4]",THER TAMY ECO PROCEIT TO TRAZARIGIN
tunair four eight zero two is identified ,031_0677,"[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3
 3 3 3 4]",TO NAFOID ZEAL TO IS IDENTIFIRENT
malaysian four contact rhein radar one two seven decimal three seven ,031_0678,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",MILAZI AN FOUR CONTICULINE LATE O ONE TO SEVEN A SEVAL THREE SEVEN
sunwing five two one two is identified ,031_0679,"[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3
 3 4]",SUMMING FIVE TO ONE TO US IDENTIFIED
lufthansa five five zero four contact zurich one three four decimal six ,031_0680,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",LEFT UNZE FIVE FIVCICL FOUR CONDUCT SOEQUENTARY FOR THE SUMMER SEX
alitalia one five zero maintain your heading report your heading to adjacent sector rhein radar one two seven decimal three seven good bye ,031_0681,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",I'LL ITELL YOU ONE FIVE ZERO MAINTAIN YOUR HEADING REPORT YOUR HEADING TO ADJACENT' ZECTORINE RAD I ONE TO SEVEN TO SIMIL THREE SEVEN GOOD BY
lufthansa five two one seven turn left to dinkelsbuhl delta kilo bravo ,031_0682,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",LOFTONZA FIVE TO ONE SEVENT AND LEFT TO DINCESPULL DETACULA WAMO
sunwing five two one four is identified ,031_0683,"[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4]",SUMMING FIVE TO ONE FOURTHE IDENTIFIED
alitalia three six nine is identified ,031_0684,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4]",ARE LIEUTANIA TREY SIX NINE US I DEMPTIFIED
merair six nine five two contact zurich one three four decimal six good bye ,031_0685,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 4]",MAY OUR SIX NINE O FIVE TWO CONTECT SU TE HUMAN THREE FOUR DISIMIL SIX GOOD BYE
nato one zero contact rhein radar one two seven decimal three seven ,031_0686,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",NETOWANZILO CONTECT VINE VEDA WEN TO SEVENTO SM THREE SEVEN
swissair nine three five nine contact rhein radar one three two decimal four ,031_0687,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 4]",SPIZANINA THREE FIVE NINA CONDUCT RANREDA ONE THREE TWO DA SIMO FOUR
yeah ,031_0688,[3 3 3 3 4],
delta india bravo echo charlie is identified good day ,031_0689,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",D'ARTAGNAN RAR MY A COCALY IS IDENTIFIED BRE
air algerie two zero seven three is identified proceed to tango romeo alfa climb to flight level two five zero ,031_0690,"[3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",AF USUALLY TWO ZERO SEVEN THREE ISIDENTIFIED A I TO TANG OVER MOUR ALFA CLIME TO FLIGHT LITTLE TWO FIVE ZERO
affirm ,031_0691,[3 3 3 3 3 3 4],ETHAN
delta november alfa fly now heading one eight zero ,031_0692,"[3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",DIRTON O A MALFA FLYNA HEADING ON ET ZIRO
lufthansa five two one seven contact rhein radar one two one three two decimal four ,031_0693,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 4]",LEFT ANZE FIVE TO ONE SEVEN CONTICT ONRED AR AN TO ANTRITODA SUMER FOUR
egyptair eight eight four likewise rhein radar one three two decimal four ,031_0694,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",ICH OP DE EIGHTET FOUR LIKE VISCAINVEDA MONTRITU LESNAFOUX
britannia three zero six alfa contact rhein radar one three two decimal four ,031_0695,"[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 4]",BARTANIA TRESER A SIX ALFA CONTE GRINREDALANTRI TO THE SMUTH FOUR
alitalia three six nine descend to flight level two nine zero ,031_0696,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",ALITALIA TRY SIX NINOR DESCENT FLIGHT LEVELTU NINOZERO
scandinavian six one seven contact zurich one three four decimal six ,031_0697,"[3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",SCINING OGLY AN SIX ON SEVEN CONDUCTS OHU ON THREE FORTY SEVER SIX
alitalia two nine one via zurich one three four decimal six ,031_0698,"[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",ALITALIA TO NINE O ONE BY SICH ON THREE FOUR SIVIL SIX
delta mike echo contact milano one three four decimal five two ,031_0699,"[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",THER TAMI ECO CONTACT  MILANO AN THREE FOUR DESEMA FIVE TO
alitalia three six nine turn right to trasa ,031_0700,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 4]",ALITALIATRE SIX NINA TUNRI TO TRAZA
algerie two zero seven three climb flight level two seven zero ,031_0701,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",ALJORITUZI VO SEVEN THREE CLIMBS LIGHT LEVEL TO SEVEN ZIVO
delta november alfa fly now heading one nine zero ,031_0702,"[3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 4 3 3 3 3 4]",LITON OF A MALTA FLANAU HEADING ONE MINAZIO
algerie two zero seven three continue climb to flight level two nine zero ,031_0703,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",AJULY TO ZILO SEVEN THREE CONTINUE CLANT TO FLIGHT LIVLETUN NYNAZI RO
gulf air zero zero five contact rhein radar one two seven decimal three seven ,031_0704,"[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4]",GARFAZZIVAZIVER FIVE CONDUCT IN LADE I ONE TO SEVEN A SIM THREE SEVEN
delta india bravo echo charlie turn left delta kilo bravo ,031_0705,"[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",DELTA IN ABAVOA COCHA ONLI TUN LEFT TO TE LTACULO BAVO
merair six nine four four contact zurich one three four decimal six ,031_0706,"[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",MAY AS SIX NINE A FURFLOUR CONTECT SO VUNTRY FORTY SOR SIX
scandinavian six eight seven is identified ,031_0707,"[3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3
 3 3 3 3 3 4]",SCEND IN EIG AND SIX IT SEVENESS I DIDN'T YEFIND
aero lloyd five six two proceed to trasadingen climb to flight level two f five zero ,031_0708,"[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3
 4 3 3 3 3 4 3 3 3 3 4]",ERALOIT FIVE SIX TWO POSSITO TRAZADIGAN CLANTO FLI LITTLE TWO FIVE ZERO
who is it calling at level three three zero please ,031_0709,"[3 3 3 4 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 4 3 3 3 3 3 3 4]",WAS THAT CALLING A LEVELTRYTORY SOR PLACE
alitalia four six nine is identified report your mach number ,031_0710,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4]",LETANA FASSIX NINUS IDENTIFIED REPORT YOUR MO NUMBER
alitalia four six nine can you reduce your speed to decimal seven eight or less ,031_0711,"[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 4 3 3 3 3 4]",ONYOU TEN YO FOUR SIX NYNAC CAN YOU REDUCE YOUR SPEE TO DESIMAL SEVEN EIGHT OR LESSEN
roger decrease to decimal seven eight or less ,031_0712,"[3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 4 3 3 3 3 4]",OCHA DECREASED TO DESIMO SEVEN ADOLES
alitalia three six nine ,031_0713,[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4],ALITALA TREE SIX NINE
alitalia three six nine report your mach number ,031_0714,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 4 3 3 3 3 3 3 4]",ARE LIU TALIA TR SIX NINA REPORT YAMARNAME
alitalia three six nine increase to decimal seven zero or more ,031_0715,"[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 4]",ALITALIATRI SIX NANA INCREASED TO THE SIMAL SEVEN ZERO OR MORE
algerie two zero seven three report your mach number ,031_0716,"[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4]",A JURITU ZI O SEVEN THREE REPOD YOMARNME
