transcription,recording_id,input_values,labels,model_transcription
affirm tarom three seven four contact rhein radar one three two decimal four ,041_0113,"[-0.53458244 -0.26335987 -0.44507217 ... -0.48048925  0.02185061
  0.04504278]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 4]",IFAMTOMS WE SENN FOUR CONTACT VIN REDA ONCE RETWO THE SONOR FOUR
gulf air zero zero five is identified ,041_0114,"[-1.0544164  -0.62406623  0.24059246 ...  0.06069138 -0.18617204
 -0.5641357 ]","[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4]",CALPHERZIROZIRO PHIPHIS IDENTIFIED
merair six nine four four is identified proceed to trasadingen climb to flight level two nine zero ,041_0115,"[-0.40486676 -0.4025205  -0.16600554 ...  0.01541451  0.04378104
 -0.06286155]","[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",MAY AS SIX NONA FOR FORS IDENTIFIGHT PROCET TO TRAZA DINGAN CLIME TO FLIGHT LEVELL TO NYNAZERO
egyptair eight eight four is identified ,041_0116,"[-0.19263193 -0.26787123 -0.19452254 ... -0.08797487  0.04664406
  0.00321076]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4]",EGYP DEER EIGHT EIGHT FOURTS IDENTIFIED
alitalia two nine one proceed now own navigation to kilo romeo hotel ,041_0117,"[-0.22117467 -0.27847615 -0.131978   ... -0.5954271  -0.23630498
  0.0020265 ]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3
 4 3 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",ALITALIA TO NANA ON PROCID NA ON NAVEGATION TO CILO ROMIOTO
alitalia one five zero turn left to nattenheim november tango mike ,041_0118,"[-0.2533927  -0.39161456 -0.19521087 ...  0.0722107   0.042866
 -0.34674564]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3
 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",II TELL A ON FIVE ZEROTURN A LEFT TO NUTTENHIM OF VEMATANGO MIKE
delta mike echo climb flight level three four zero ,041_0119,"[-0.24105398 -0.37894043 -0.26691076 ... -0.2699816   0.02488706
 -0.12295949]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",THAT I MIGHT ECOL CLIMBE FLIGHT LIVEL TREE FOR ZEROA
delta charlie india november alfa is identified you're cleared to trasadingen climb flight level two five zero ,041_0120,"[-0.56906605 -0.75864303  0.02076526 ... -0.08633138 -0.11000039
  0.00149781]","[ 3  3  3  3  3  4  3  3  3  3  3  3  3  4  3  3  3  3  3  4  3  3  3  3
  3  3  3  3  4  3  3  3  3  4  3  3  4  3  3  3  3  3  3  3  3  3  3  4
  3  3  3 27  3  3  4  3  3  3  3  3  3  3  4  3  3  4  3  3  3  3  3  3
  3  3  3  3  3  4  3  3  3  3  3  4  3  3  3  3  3  3  4  3  3  3  3  3
  4  3  3  3  4  3  3  3  3  4  3  3  3  3  4]",DETA CHARLE INIAN A EMARL FIR A SIDENTI FIGET YORCLEOTUTRAZARDING ANCLINE FLIGHT LEVEL TO FIVE ZERO
alitalia one five zero contact rhein radar one two seven decimal three seven ,041_0121,"[-0.11123468  0.02988704 -0.16992074 ... -0.02176847 -0.20389958
 -0.11570451]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4]",LO TELL YOUR ONE FIVE ZERO CONTACT IVINE VED ARE ONE TO SEVENTY SMTREE SO
delta mike echo report your rate of climb ,041_0122,"[-0.33660772 -0.5074727  -0.88886034 ... -0.51735884 -0.46770197
  0.0087496 ]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3
 3 3 3 3 4]",DERE DON LIKE ECHO REPORT YOUR RET OF CLIMB
roger delta mike echo maintain one thousand feet per minute or more ,041_0123,"[-0.44420627 -0.00405033  0.0174319  ... -0.03740322 -0.00189192
  0.00375975]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3
 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4]",AWATCHA DILTA MI ECO MAINTAIN ONE THOUSAND FEET PER MINUTE OR MORE
alitalia two nine one turn now right to trasadingen ,041_0124,"[-0.26513898 -0.40317318 -0.04230337 ... -0.09409505 -0.10815079
  0.00322235]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4
 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",ALITALIATU NANAVANTUN NO WRIT TO TRAZARIGN
alitalia one three five is identified ,041_0125,"[-0.31609595 -0.5042135  -0.28764975 ... -0.02426808 -0.08647899
  0.02316811]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4]",ALET ALYA ONCE THREE FIVE FISTS IDENTIFIED
sunwing five two one four is identified ,041_0126,"[-0.22706082 -0.36511135 -0.41605017 ...  0.01559695 -0.11197598
 -0.05858451]","[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4]",SUNNYING FIVE TOOL ONE FOUR IS IDENTIFIED
sunwing five two one two is identified ,041_0127,"[-0.12282114 -0.07142889  0.04884863 ... -0.30043876 -0.09397382
  0.00431888]","[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3
 3 4]",SUMMING FIVE TOLONTO IS LETEN DIFOINED
sunwing five two one four is identified good afternoon ,041_0128,"[-0.4037412  -0.42841944 -0.08192832 ... -0.03011037 -0.28928003
 -0.05430989]","[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",SAMMING FIVE TO ONE FOURTHS IDENTIFY GRAFTENON
merair six nine five two contact zurich one three four decimal six ,041_0129,"[-0.24072635 -0.2626116   0.02764174 ... -0.06297782 -0.06946147
  0.00140324]","[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",MAY OUR SIX NINE OR FIVE TOLK CONDUCT SIRLY ONCE WE FOUR DO SEMIL SIX
~k ~l ~m three one seven contact rhein radar one three two decimal four ,041_0130,"[-0.20209189 -0.3938779  -0.21129487 ...  0.09772354 -0.01731863
  0.0030199 ]","[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",GELLIM THREE ON SEVEN CONDUCT IN READ A WANTRETO TISMMITH FOUR
[EMPTY] ,041_0131,"[-5.721422   -7.091894   -4.6450267  ... -0.10231909 -0.23337579
  0.11512426]",[ 3  5 17 23  6 22  3  4],
delta mike echo contact zurich one three three decimal four ,041_0132,"[-0.24826945 -1.0009097  -0.3063323  ... -0.02965944 -0.51850563
  0.00182545]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",TAT A MIK EQUILCONTUC SILLY WHO ANTREAT READE SOM E FOR
alitalia three six nine is identified ,041_0133,"[-0.10949244 -0.1946666  -0.1426064  ...  0.09358453 -0.28548595
  0.00339514]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4]",ILY TELLYO TRE SIX NINEUS IDENTIFIED
delta november alfa climb to flight level two nine zero ,041_0134,"[-0.32500958 -0.4471672   0.10503487 ...  0.0503842   0.05390662
 -0.11697081]","[3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",THERTA NOA MILE FAR CLIMB TO FLOW LEVEL TO NYNAZRON
tunair four eight zero two is identified you're cleared direct to fox fox mike ,041_0135,"[-0.3336156  -0.6298167  -0.2945087  ...  0.02344566 -0.1339484
 -0.34451172]","[ 3  3  3  3  3  3  4  3  3  3  3  4  3  3  3  3  3  4  3  3  3  3  4  3
  3  3  4  3  3  4  3  3  3  3  3  3  3  3  3  3  4  3  3  3 27  3  3  4
  3  3  3  3  3  3  3  4  3  3  3  3  3  3  4  3  3  4  3  3  3  4  3  3
  3  4  3  3  3  3  4]",TONAFI ZEROTO IS IDENTIFIED YOCLEA DA TO FOX FOX MIKE
nato ten contact rhein one two seven decimal three seven ,041_0136,"[ 0.01657563 -0.30987826 -0.13390023 ...  0.01462782 -0.06563835
  0.00195879]","[3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",LETOL TEN CONTACT OF INE VONTO SEVEN TO SUMITHREE SEVEN
malaysian four contact rhein one two seven decimal three seven ,041_0137,"[-0.2331706  -0.25558773 -0.20184824 ... -0.24459636 -0.07838768
  0.00182718]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4]",MALEZZI AND FORK CONTACT VOIN ONE TO SEVENDUS OR THREE SIR I
gulf air zero zero five rhein radar one two seven decimal three seven good bye ,041_0138,"[-0.24760906 -0.57961535 -0.22852188 ...  0.11840255 -0.31747124
 -0.3827082 ]","[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 4 3 3 3 4]",GALFERZIROZIRO FIVE FINNADE I WANT O SEVESMTHREE SERVIN GOULD BY
britannia three zero six alfa contact rhein radar one three two decimal four ,041_0139,"[-0.30448535 -0.16837028 -0.4409915  ... -0.03448441  0.04505645
 -0.09639167]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 4]",ETANATRISERE A SIX ULFA CONTECT RIN REDALANTRITUDIS ON THE FOUR
lufthansa five two one seven turn left to dinkelsbuhl delta kilo bravo ,041_0140,"[-0.13025463 -0.18441096 -0.1595293  ...  0.03939545 -0.35135537
  0.00222289]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",LEFTONZA FIVE TO ONE SEVEN TURN LEFT TO DINKLESPILLE DETACILOBRABO
britannia three zero six alfa rhein radar one three two decimal four ,041_0141,"[-0.3381966  -0.82021797 -0.04596409 ... -0.03511722 -0.09377979
  0.0027469 ]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",PETANATERESA O SIX ULFA RINVEDA ANT RETWO DESMAL FOUR
swissair nine three five nine descend to flight level three four zero ,041_0142,"[-0.14411505 -0.38377368 -0.10232542 ... -0.06493155 -0.23434767
  0.0018944 ]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",SMECER NINE OR THRTY FIVE NINETY CENT A FLIGHT LIVEL THREE FOUR ZERIL
@aerovic one zero six one contact zurich one three four decimal six ,041_0143,"[-0.02281398  0.00990926 -0.00799045 ...  0.01342335 -0.15400134
  0.01369251]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",ERI VEC VANZURA SIX ON CONTECSILI ON THREE FORTY SMALL SIX
delta india bravo echo charlie is identified good afternoon ,041_0144,"[-0.35510328 -0.7381365  -0.34978232 ... -0.0392129   0.13036555
  0.00326358]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",THERE'S  ANY OROLMY ECE SHANL YOS I DON'T YOU FIGHT GOOD AFTERNOON
egyptair eight eight four turn right to kilo papa tango ,041_0145,"[-0.45687315 -0.42769003 -0.3101402  ... -0.34356993 -0.16925052
  0.00289775]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",EGYPT A EIGHT AT FOT AND RITICULA PAPATENGO
sunwing five two one two report your heading ,041_0146,"[-0.19462554 -0.4216969  -0.30503234 ... -0.08177298 -0.0929913
  0.00897222]","[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 3 3 4]",SUMMING FIVE TO ONE TWO REPORTULATING
sunwing five two one two turn right heading one nine zero ,041_0147,"[-0.09974663 -0.6402455  -0.5901196  ... -0.8001506  -0.2275089
  0.0073558 ]","[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",SENDING FIVE TO ONE TOOT AN RIGT T IN ONE NY NOZERU
alitalia two nine one contact zurich one three four decimal six ,041_0148,"[-0.33525947 -0.50499016 -0.2626322  ... -0.4688669   0.63679117
  0.00266212]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4
 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",ADITALL YA TO NINE O ONE CONTUCT SOI ON THREE FOURTY SMALL SIX
lufthansa five two one seven contact rhein one three two decimal four ,041_0149,"[-0.04612805 -0.6733133  -0.523977   ... -0.5051162  -0.19285712
  0.08548097]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",LOSTENZAR FIVE TO ONE SEVEN CONSICTI MY MONTRETREETE SM OF FOUR
<OT> tarom three seven four still up </OT> ,041_0150,"[-0.17144218 -0.20736381 -0.08823812 ...  0.05246624 -0.5042614
  0.00804455]","[3 8 6 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4
 3 3 8 6 3 4]",TANTRISAN FOSTELAP
ah negative tarom three seven four ,041_0151,"[-0.14405636 -0.31082898 -0.2759416  ... -0.8811933  -0.16822788
  0.1311699 ]",[3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4],A NEGATIVE TARON TR SEVENT FOUR
swissair nine three five nine descend to flight level three three zero ,041_0152,"[-0.40649036 -0.38185865 -0.05834309 ... -0.22295724 -0.14900802
  0.00216737]","[3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",CUSANINA THREE FIVE NINETY CENT O FLO LOVA TREE TREESER
and swissair nine three five nine contact rhein radar one three two decimal four ,041_0153,"[-0.2393631  -0.4694757  -0.19000298 ... -0.0722581   0.09204929
 -0.22770183]","[3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 4]",AND FOR SIR NINEA THREE FIVE NINE CONTICTINE NOVEDA WANT RETO A SUM OT FOUR
egyptair eight eight four contact rhein radar one three two decimal four ,041_0154,"[-0.1950508  -0.47356707 -0.6638734  ...  0.19329442 -0.1296555
  0.00383948]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",EACH O DAY TAT FOUR CONTECRINID I WANTRE TWO TE SUME FOR
algerie two zero seven three identified climb flight level two seven zero ,041_0155,"[-0.1151759  -0.31972048 -0.4440397  ...  0.04742111 -0.07590771
  0.00116785]","[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",AJURETUSIVO SEVEN THREE IDENTIFIGHT CLIMB FLIGHT LEVEL TO SEVEN ZERO
algerie two zero seven three report your heading ,041_0156,"[-0.18656339 -0.4686987  -0.33028042 ... -0.51736736 -0.71711445
  0.00711666]","[3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3
 3 3 3 4 3 3 3 3 3 3 3 4]",A DRITU ZILO SEVEN THREE REPORTIETTING
roger ali= algerie two zero seven three maintain heading even after passing november kilo romeo ,041_0157,"[-0.24157874 -0.3456065  -0.26885688 ...  0.01890785  0.02821841
  0.00137433]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4]",RITE ALE AGERITUZIO SEVEN THREE MAINTAIND HEADING EVEN AFTER PASSSINGNEVEMECULAOMI
no after passing november kilo romeo maintain heading one seven one ,041_0158,"[-0.40630004 -0.56166947 -0.45527306 ... -0.02563301 -0.13900165
 -0.13168158]","[3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4]",NO AFTER PASSING NEVER MACULO ON YOUR MAINTAINTAINING ONE SEVON
merair six nine four four contact rhei= zurich one three four decimal six ,041_0159,"[-0.35802642 -0.57297987 -0.11469639 ... -0.14246677 -0.09606504
  0.00173422]","[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4]",MAY O SIX NINE O FOUR FOUR CONTE STILI ON THREE FOUR TE SEVENT SIX
alitalia three six nine turn right to herbi intersection ,041_0160,"[-0.43489882 -0.2939674  -0.10721298 ...  0.05525623 -0.31273457
  0.00235521]","[3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3 4]",ALTELIATERY SIX NIGHT AND WRITE TO HERBY INTESICTION
sunwing five two one two is clear of traffic own navigation to trasadingen ,041_0161,"[-0.11076953 -0.0245837   0.05664569 ... -0.05649468  0.0250766
  0.00411631]","[3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 4
 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3
 4]",SUMMING FIVE TO ONE TO IS CLEAR OF TRAFIC ON NEGATION TO TARZANIGEN
roger algerie two zero seven three continue climb to flight level three zero zero ,041_0162,"[-0.293243   -0.31815276 -0.19524105 ...  0.04488189 -0.21148175
  0.0019641 ]","[3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 4 3 3 3 3 4]",WHICH ARE ALDUALLY TO THER VAS SEVEN TREE CONTINUE CLIMB TO FLAT LITTLE TREE ZE ROZERO
aero lloyd five six two is identified proceed to tango romeo alfa climb to flight level two nine zero ,041_0163,"[-0.45902187 -0.28080535 -0.47159448 ...  0.16026357 -0.55928403
  0.00121476]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",ALIED FIVE SIX TOO SIDENTIFIED PROCITOTENGO ROMIAL FIR CLIMED TO FLIGHT LITTLE TO NAYNAZIRO
delta november alfa report your heading ,041_0164,"[-0.34868592 -0.7042475  -0.48625192 ...  0.00537735 -0.08690902
  0.0036789 ]","[3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3
 3 3 4]",THERES AN OF A MILE FOR REPART YOU HADING
roger break algerie two zero seven three turn right heading one eight four ,041_0165,"[-0.2714515  -1.4977956  -0.20864297 ...  0.07953343 -0.1495669
 -0.5760146 ]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 4]",MAJEUR BRAGG AJULY TO ZIVO SEVEN TREET AND WRITING ONE ADE FOR
lufthansa four two one nine is identified good afternoon ,041_0166,"[-0.17555048 -0.25668827 -0.22397499 ...  0.17305069 -0.2341921
 -0.5040874 ]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",LEFTANS A FORTO ONE NINARSIDE AND YO FIGHT GODIFTO ON
scandinavian six eight seven is identified good afternoon ,041_0167,"[-0.42484164 -0.3948381  -0.10510587 ...  0.00868106 -0.00130396
  0.00225288]","[3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 3 3
 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4]",SCENNING AMY AND SIX IHT SEVEN DESIE THEM DEFIT GOOD AFTERMOONO
delta echo charlie turn left to delta kilo bravo ,041_0168,"[-0.33496293 -0.50632125 -0.25249353 ... -0.4072719  -0.3061962
  0.01489654]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 4 3 3 3 3 3
 4 3 3 3 3 4 3 3 3 3 3 4]",THAT I ECHOED CHARLITAN LEFT TO DELTACULOBRAVO
